sku;nome;nomeml;descricao;fornecedor;marca;lead_time;estoque;peso;altura;largura;comprimento;cubagem;Sku-fiscal;Nome-fiscal;ean;ncm;isbn;origem;imagens;atributos;conteudo_da_embalagem;dimensoes;Cor;Garantia;Material;valor;cat_b2w;cat_cnova;cat_mercado_livre;cat_tamarindos;cat_walmart;cat_netshoes;cat_amazon
RV-36503349;Cadeira Columba Pp Com Braço Rose;Cadeira Columba Pp Com Braço Rose;Cadeira Injetada Em Polipropileno;Rivatti;Rivatti;15;12;79;57.5;61.5;5;0.2793;36503349;Cadeira Columba Pp Com Braço Rose;7,89952E+12;9403.70.00;;1;http://tamarindos.com.br/imagems/AnaMunoz/Rivatti/36503349.jpg;;;;;;;405.9;;;MLB186027;;;;
RV-36503331;Cadeira Taurus Pp Sem Braço Verde;Cadeira Taurus Pp Sem Braço Verde;Cadeira Injetada Em Polipropileno;Rivatti;Rivatti;15;10;82;52;52.5;5;0.2238;36503331;Cadeira Taurus Pp Sem Braço Verde;7,89952E+12;9403.70.00;;1;http://tamarindos.com.br/imagems/AnaMunoz/Rivatti/36503331.jpg;;;;;;;357.9;;;MLB186027;;;;
RV-36503332;Cadeira Taurus Pp Sem Braço Rose;Cadeira Taurus Pp Sem Braço Rose;Cadeira Injetada Em Polipropileno;Rivatti;Rivatti;15;2;82;52;52.5;5;0.2238;36503332;Cadeira Taurus Pp Sem Braço Rose;7,89952E+12;9403.70.00;;1;http://tamarindos.com.br/imagems/AnaMunoz/Rivatti/36503332.jpg;;;;;;;357.9;;;MLB186027;;;;
RV-36503333;Cadeira Taurus Pp Sem Braço Bege;Cadeira Taurus Pp Sem Braço Bege;Cadeira Injetada Em Polipropileno;Rivatti;Rivatti;15;15;82;52;52.5;5;0.2238;36503333;Cadeira Taurus Pp Sem Braço Bege;7,89952E+12;9403.70.00;;1;http://tamarindos.com.br/imagems/AnaMunoz/Rivatti/36503333.jpg;;;;;;;357.9;;;MLB186027;;;;
RV-36503334;Cadeira Taurus Pp Sem Braço Amêndoa;Cadeira Taurus Pp Sem Braço Amêndoa;Cadeira Injetada Em Polipropileno;Rivatti;Rivatti;15;10;82;52;52.5;5;0.2238;36503334;Cadeira Taurus Pp Sem Braço Amêndoa;7,89952E+12;9403.70.00;;1;http://tamarindos.com.br/imagems/AnaMunoz/Rivatti/36503334.jpg;;;;;;;357.9;;;MLB186027;;;;
RV-36503335;Cadeira Taurus Pp Sem Braço Azul;Cadeira Taurus Pp Sem Braço Azul;Cadeira Injetada Em Polipropileno;Rivatti;Rivatti;15;8;82;52;52.5;5;0.2238;36503335;Cadeira Taurus Pp Sem Braço Azul;7,89952E+12;9403.70.00;;1;http://tamarindos.com.br/imagems/AnaMunoz/Rivatti/36503335.jpg;;;;;;;357.9;;;MLB186027;;;;
RV-36503336;Cadeira Taurus Pp Com Braço Verde;Cadeira Taurus Pp Com Braço Verde;Cadeira Injetada Em Polipropileno;Rivatti;Rivatti;15;6;81.7;56.3;57;5;0.2621;36503336;Cadeira Taurus Pp Com Braço Verde;7,89952E+12;9403.70.00;;1;http://tamarindos.com.br/imagems/AnaMunoz/Rivatti/36503336.jpg;;;;;;;381.9;;;MLB186027;;;;
RV-36503337;Cadeira Taurus Pp Com Braço Rose;Cadeira Taurus Pp Com Braço Rose;Cadeira Injetada Em Polipropileno;Rivatti;Rivatti;15;6;81.7;56.3;57;5;0.2621;36503337;Cadeira Taurus Pp Com Braço Rose;7,89952E+12;9403.70.00;;1;http://tamarindos.com.br/imagems/AnaMunoz/Rivatti/36503337.jpg;;;;;;;381.9;;;MLB186027;;;;
RV-36503338;Cadeira Taurus Pp Com Braço Bege;Cadeira Taurus Pp Com Braço Bege;Cadeira Injetada Em Polipropileno;Rivatti;Rivatti;15;15;81.7;56.3;57;5;0.2621;36503338;Cadeira Taurus Pp Com Braço Bege;7,89952E+12;9403.70.00;;1;http://tamarindos.com.br/imagems/AnaMunoz/Rivatti/36503338.jpg;;;;;;;381.9;;;MLB186027;;;;
RV-36503339;Cadeira Taurus Pp Com Braço Amêndoa;Cadeira Taurus Pp Com Braço Amêndoa;Cadeira Injetada Em Polipropileno;Rivatti;Rivatti;15;15;81.7;56.3;57;5;0.2621;36503339;Cadeira Taurus Pp Com Braço Amêndoa;7,89952E+12;9403.70.00;;1;http://tamarindos.com.br/imagems/AnaMunoz/Rivatti/36503339.jpg;;;;;;;381.9;;;MLB186027;;;;
RV-36503340;Cadeira Taurus Pp Com Braço Azul;Cadeira Taurus Pp Com Braço Azul;Cadeira Injetada Em Polipropileno;Rivatti;Rivatti;15;15;81.7;56.3;57;5;0.2621;36503340;Cadeira Taurus Pp Com Braço Azul;7,89952E+12;9403.70.00;;1;http://tamarindos.com.br/imagems/AnaMunoz/Rivatti/36503340.jpg;;;;;;;381.9;;;MLB186027;;;;
RV-36503341;Cadeira Centaurus Pp Bege;Cadeira Centaurus Pp Bege;Cadeira Injetada Em Polipropileno;Rivatti;Rivatti;15;15;88.2;49;49;5;0.2117;36503341;Cadeira Centaurus Pp Bege;7,89952E+12;9403.70.00;;1;http://tamarindos.com.br/imagems/AnaMunoz/Rivatti/36503341.jpg;;;;;;;366.9;;;MLB186027;;;;
RV-36503350;Cadeira Elegance Pc Sem Braço Incolor;Cadeira Elegance Pc Sem Braço Incolor;Cadeira Injetada Em Policarbonato;Rivatti;Rivatti;15;12;93.3;47.5;53.2;5;0.2357;36503350;Cadeira Elegance Pc Sem Braço Incolor;7,89952E+12;9403.70.00;;1;http://tamarindos.com.br/imagems/AnaMunoz/Rivatti/36503350.jpg;;;;;;;630.9;;;MLB186027;;;;
RV-36503351;Cadeira Elegance Pc Com Braço Incolor;Cadeira Elegance Pc Com Braço Incolor;Cadeira Injetada Em Policarbonato;Rivatti;Rivatti;15;10;93;55.5;54.2;5;0.2797;36503351;Cadeira Elegance Pc Com Braço Incolor;7,89952E+12;9403.70.00;;1;http://tamarindos.com.br/imagems/AnaMunoz/Rivatti/36503351.jpg;;;;;;;649.9;;;MLB186027;;;;
